KEY,SHAPE_ROW,CountryState,CountryStateCode,Length,LineStyle,LineWidth,LineColor,RoadRate,RoadRateOfMarch,One-way,CivilianTraffic,AvailableMilitary,type,From,To,RoadClass,MSR,DisplayName,Modified,WeightLimit,WidthLimit,HeightLimit,MLCLimit
I691+-2020,2020,null,null,8.28,,,,49717.65,50.0,,,,large road,ints-5944,ints-5110,,,,,,,,
I694+ 9096-2035,2035,null,null,10.64,,,,49717.65,50.0,,,,large road,ints-3530,ints-4258,,,,,,,,
I694+-3688,3688,null,null,4.95,,,,49717.65,50.0,,,,large road,ints-4249,ints-2753,,,,,,,,
I694-2082,2082,null,null,5.57,,,,49717.65,50.0,,,,large road,ints-431,ints-4249,,,,,,,,
I695 12802-4856,4856,null,null,1.21,,,,49717.65,50.0,,,,large road,ints-4350,ints-4395,,,,,,,,
I695+ 8045-3636,3636,null,null,2.31,,,,49717.65,50.0,,,,large road,ints-976,ints-1333,,,,,,,,
I695+ 8058-513,513,null,null,5.38,,,,49717.65,50.0,,,,large road,ints-2338,ints-5354,,,,,,,,
I695+ 8062-5734,5734,null,null,4.73,,,,49717.65,50.0,,,,large road,ints-2093,ints-5354,,,,,,,,
I695+ 8069-4453,4453,null,null,5.5,,,,49717.65,50.0,,,,large road,ints-4295,ints-2093,,,,,,,,
I695+ 8074-257,257,null,null,1.45,,,,49717.65,50.0,,,,large road,ints-2074,ints-4295,,,,,,,,
I695+ 8077-2122,2122,null,null,11.9,,,,49717.65,50.0,,,,large road,ints-4623,ints-2074,,,,,,,,
I695+ 8260-1892,1892,null,null,7.58,,,,49717.65,50.0,,,,large road,ints-1907,ints-976,,,,,,,,
I695+-2076,2076,null,null,1.15,,,,49717.65,50.0,,,,large road,ints-5480,ints-1004,,,,,,,,
I695-2290,2290,null,null,1.42,,,,49717.65,50.0,,,,large road,ints-1333,ints-2338,,,,,,,,
I696+ 8686-3386,3386,null,null,8.0,,,,49717.65,50.0,,,,large road,ints-5009,ints-2107,,,,,,,,
I696+ 8697-156,156,null,null,10.53,,,,49717.65,50.0,,,,large road,ints-1600,ints-6292,,,,,,,,
I696+-2753,2753,null,null,9.49,,,,49717.65,50.0,,,,large road,ints-6292,ints-5009,,,,,,,,
I70 13413-2975,2975,null,null,3.12,,,,49717.65,50.0,,,,large road,ints-5918,ints-5701,,,,,,,,
I70 14855-6119,6119,null,null,1.07,,,,49717.65,50.0,,,,large road,ints-5186,ints-5483,,,,,,,,
I70 14862-3300,3300,null,null,1.46,,,,49717.65,50.0,,,,large road,ints-3672,ints-5483,,,,,,,,
I70 14965-5871,5871,null,null,1.71,,,,38223.53,50.0,,,,large road,ints-4933,ints-2584,,,,,,,,
I70 3260-2104,2104,null,null,0.99,,,,49717.65,50.0,,,,large road,ints-6130,ints-902,,,,,,,,
I70 3295-5441,5441,null,null,7.33,,,,38223.53,50.0,,,,large road,ints-571,ints-1859,,,,,,,,
I70 6480-1631,1631,null,null,1.89,,,,49717.65,50.0,,,,large road,ints-5528,ints-124,,,,,,,,
I70 6483-3552,3552,null,null,1.75,,,,49717.65,50.0,,,,large road,ints-5528,ints-4673,,,,,,,,
I70 6525-4075,4075,null,null,0.51,,,,49717.65,50.0,,,,large road,ints-5837,ints-2652,,,,,,,,
I70 6680-4409,4409,null,null,1.04,,,,49717.65,50.0,,,,large road,ints-1643,ints-469,,,,,,,,
I70 6682-1507,1507,null,null,3.93,,,,49717.65,50.0,,,,large road,ints-5641,ints-3249,,,,,,,,
I70 6686-5282,5282,null,null,0.57,,,,49717.65,50.0,,,,large road,ints-1489,ints-1643,,,,,,,,
I70 6689-281,281,null,null,0.33,,,,49717.65,50.0,,,,large road,ints-1489,ints-3976,,,,,,,,
I70 6716-3760,3760,null,null,0.88,,,,49717.65,50.0,,,,large road,ints-2182,ints-6073,,,,,,,,
I70 9353-1794,1794,null,null,0.5,,,,49717.65,50.0,,,,large road,ints-1087,ints-2325,,,,,,,,
I70 9406-4860,4860,null,null,11.33,,,,38223.53,50.0,,,,large road,ints-3787,ints-43,,,,,,,,
I70 9469-4475,4475,null,null,2.72,,,,49717.65,50.0,,,,large road,ints-4761,ints-2612,,,,,,,,
I70+ 13345-6168,6168,null,null,5.61,,,,38223.53,50.0,,,,large road,ints-5286,ints-221,,,,,,,,
I70+ 13355-148,148,null,null,10.29,,,,38223.53,50.0,,,,large road,ints-648,ints-5286,,,,,,,,
I70+ 13381-4811,4811,null,null,34.26,,,,38223.53,50.0,,,,large road,ints-221,ints-4733,,,,,,,,
I70+ 13407-516,516,null,null,15.64,,,,38223.53,50.0,,,,large road,ints-4733,ints-5582,,,,,,,,
I70+ 13421-126,126,null,null,3.0,,,,49717.65,50.0,,,,large road,ints-2509,ints-5918,,,,,,,,
I70+ 13429-990,990,null,null,1.76,,,,49717.65,50.0,,,,large road,ints-2406,ints-2509,,,,,,,,
I70+ 13432-4488,4488,null,null,7.92,,,,49717.65,50.0,,,,large road,ints-3933,ints-2406,,,,,,,,
I70+ 13435-498,498,null,null,11.44,,,,49717.65,50.0,,,,large road,ints-5582,ints-4062,,,,,,,,
I70+ 13454-4059,4059,null,null,43.52,,,,49717.65,50.0,,,,large road,ints-4062,ints-3933,,,,,,,,
I70+ 13469-1797,1797,null,null,38.26,,,,49717.65,50.0,,,,large road,ints-5701,ints-3501,,,,,,,,
I70+ 13475-5985,5985,null,null,10.37,,,,49717.65,50.0,,,,large road,ints-3303,ints-2971,,,,,,,,
I70+ 13479-311,311,null,null,10.11,,,,38223.53,50.0,,,,large road,ints-3501,ints-3303,,,,,,,,
I70+ 14815-2207,2207,null,null,14.79,,,,49717.65,50.0,,,,large road,ints-5126,ints-5782,,,,,,,,
I70+ 14854-6045,6045,null,null,3.39,,,,49717.65,50.0,,,,large road,ints-2243,ints-5186,,,,,,,,
I70+ 14870-3269,3269,null,null,16.52,,,,49717.65,50.0,,,,large road,ints-478,ints-2243,,,,,,,,
I70+ 14912-427,427,null,null,9.63,,,,38223.53,50.0,,,,large road,ints-4862,ints-5126,,,,,,,,
I70+ 14913-5204,5204,null,null,19.79,,,,49717.65,50.0,,,,large road,ints-5782,ints-478,,,,,,,,
I70+ 14946-4058,4058,null,null,45.6,,,,38223.53,50.0,,,,large road,ints-4369,ints-4862,,,,,,,,
I70+ 15012-1943,1943,null,null,24.08,,,,38223.53,50.0,,,,large road,ints-5494,ints-2233,,,,,,,,
I70+ 15100-2860,2860,null,null,16.04,,,,38223.53,50.0,,,,large road,ints-2584,ints-4369,,,,,,,,
I70+ 18530-2883,2883,null,null,24.06,,,,38223.53,50.0,,,,large road,ints-5748,ints-3700,,,,,,,,
I70+ 18534-5362,5362,null,null,80.91,,,,38223.53,50.0,,,,large road,ints-1426,ints-5748,,,,,,,,
I70+ 18541-4738,4738,null,null,118.17,,,,38223.53,50.0,,,,large road,ints-3700,ints-1535,,,,,,,,
I70+ 18543-2098,2098,null,null,17.48,,,,49717.65,50.0,,,,large road,ints-6228,ints-1535,,,,,,,,
I70+ 18551-3713,3713,null,null,20.3,,,,38223.53,50.0,,,,large road,ints-6228,ints-4758,,,,,,,,
I70+ 20110-2408,2408,null,null,24.31,,,,49717.65,50.0,,,,large road,ints-3672,ints-648,,,,,,,,
I70+ 3231-3282,3282,null,null,5.0,,,,49717.65,50.0,,,,large road,ints-6221,ints-5211,,,,,,,,
I70+ 3236-4791,4791,null,null,3.87,,,,49717.65,50.0,,,,large road,ints-586,ints-301,,,,,,,,
I70+ 3237-5526,5526,null,null,3.64,,,,49717.65,50.0,,,,large road,ints-2667,ints-6221,,,,,,,,
I70+ 3238-2281,2281,null,null,8.08,,,,49717.65,50.0,,,,large road,ints-1023,ints-2667,,,,,,,,
I70+ 3253-3477,3477,null,null,1.91,,,,49717.65,50.0,,,,large road,ints-2096,ints-902,,,,,,,,
I70+ 3311-4439,4439,null,null,140.41,,,,38223.53,50.0,,,,large road,ints-571,ints-598,,,,,,,,
I70+ 3312-1759,1759,null,null,12.55,,,,38223.53,50.0,,,,large road,ints-2606,ints-598,,,,,,,,
I70+ 3319-1-2338,2338,null,null,12.209,,,,49717.65,50.0,,,,large road,ints-6442,ints-1426,,,,,,,,
I70+ 3319-528,528,null,null,0.281,,,,49717.65,50.0,,,,large road,ints-6442,ints-2606,,,,,,,,
I70+ 3388-1508,1508,null,null,56.37,,,,38223.53,50.0,,,,large road,ints-6130,ints-1859,,,,,,,,
I70+ 3412-4167,4167,null,null,286.48,,,,38223.53,50.0,,,,large road,ints-5100,ints-1023,,,,,,,,
I70+ 6087-3407,3407,null,null,63.53,,,,38223.53,50.0,,,,large road,ints-6456,ints-4492,,,,,,,,
I70+ 6124-5934,5934,null,null,77.17,,,,38223.53,50.0,,,,large road,ints-4296,ints-403,,,,,,,,
I70+ 6456-1-6006,6006,null,null,76.331,,,,49717.65,50.0,,,,large road,ints-2522,ints-454,,,,,,,,
I70+ 6456-3735,3735,null,null,23.989,,,,49717.65,50.0,,,,large road,ints-2522,ints-2971,,,,,,,,
I70+ 6462-1365,1365,null,null,6.44,,,,49717.65,50.0,,,,large road,ints-454,ints-2146,,,,,,,,
I70+ 6474-3483,3483,null,null,4.28,,,,49717.65,50.0,,,,large road,ints-645,ints-124,,,,,,,,
I70+ 6509-3420,3420,null,null,31.69,,,,38223.53,50.0,,,,large road,ints-4673,ints-2431,,,,,,,,
I70+ 6523-352,352,null,null,5.12,,,,49717.65,50.0,,,,large road,ints-2652,ints-6456,,,,,,,,
I70+ 6526-1481,1481,null,null,29.41,,,,38223.53,50.0,,,,large road,ints-2431,ints-5837,,,,,,,,
I70+ 6670-1651,1651,null,null,1.34,,,,49717.65,50.0,,,,large road,ints-1326,ints-469,,,,,,,,
I70+ 6676-5673,5673,null,null,7.08,,,,49717.65,50.0,,,,large road,ints-142,ints-5641,,,,,,,,
I70+ 6684-32,32,null,null,2.72,,,,49717.65,50.0,,,,large road,ints-3976,ints-142,,,,,,,,
I70+ 6700-266,266,null,null,52.34,,,,38223.53,50.0,,,,large road,ints-3381,ints-735,,,,,,,,
I70+ 6704-631,631,null,null,6.83,,,,49717.65,50.0,,,,large road,ints-6073,ints-3381,,,,,,,,
I70+ 6718-5119,5119,null,null,2.78,,,,49717.65,50.0,,,,large road,ints-6123,ints-2182,,,,,,,,
I70+ 6723-4724,4724,null,null,21.46,,,,49717.65,50.0,,,,large road,ints-2061,ints-6123,,,,,,,,
I70+ 6746-4264,4264,null,null,20.6,,,,38223.53,50.0,,,,large road,ints-3249,ints-2061,,,,,,,,
I70+ 6783-5430,5430,null,null,91.27,,,,38223.53,50.0,,,,large road,ints-3578,ints-633,,,,,,,,
I70+ 6787-1-5597,5597,null,null,51.299,,,,38223.53,50.0,,,,large road,ints-4117,ints-3578,,,,,,,,
I70+ 6787-5922,5922,null,null,0.911,,,,38223.53,50.0,,,,large road,ints-4117,ints-735,,,,,,,,
I70+ 6923-5105,5105,null,null,31.08,,,,38223.53,50.0,,,,large road,ints-633,ints-5100,,,,,,,,
I70+ 8023-834,834,null,null,27.15,,,,49717.65,50.0,,,,large road,ints-3416,ints-4732,,,,,,,,
I70+ 8052-6083,6083,null,null,34.9,,,,38223.53,50.0,,,,large road,ints-2093,ints-2507,,,,,,,,
I70+ 8246-2511,2511,null,null,24.96,,,,38223.53,50.0,,,,large road,ints-4732,ints-5494,,,,,,,,
I70+ 8268-2612,2612,null,null,3.19,,,,49717.65,50.0,,,,large road,ints-2507,ints-3416,,,,,,,,
I70+ 9355-2750,2750,null,null,1.06,,,,49717.65,50.0,,,,large road,ints-1087,ints-3402,,,,,,,,
I70+ 9358-1662,1662,null,null,5.83,,,,49717.65,50.0,,,,large road,ints-2939,ints-1087,,,,,,,,
I70+ 9370-6172,6172,null,null,2.76,,,,49717.65,50.0,,,,large road,ints-5148,ints-2939,,,,,,,,
I70+ 9373-2706,2706,null,null,4.33,,,,49717.65,50.0,,,,large road,ints-636,ints-5148,,,,,,,,
I70+ 9375-559,559,null,null,7.84,,,,49717.65,50.0,,,,large road,ints-6103,ints-636,,,,,,,,
I70+ 9379-95,95,null,null,26.01,,,,38223.53,50.0,,,,large road,ints-637,ints-6103,,,,,,,,
I70+ 9386-3222,3222,null,null,28.67,,,,38223.53,50.0,,,,large road,ints-420,ints-637,,,,,,,,
I70+ 9388-240,240,null,null,3.23,,,,38223.53,50.0,,,,large road,ints-789,ints-4574,,,,,,,,
I70+ 9389-2106,2106,null,null,10.01,,,,49717.65,50.0,,,,large road,ints-43,ints-3847,,,,,,,,
I70+ 9393-1518,1518,null,null,2.17,,,,49717.65,50.0,,,,large road,ints-3847,ints-789,,,,,,,,
I70+ 9396-4714,4714,null,null,42.94,,,,38223.53,50.0,,,,large road,ints-4574,ints-420,,,,,,,,
I70+ 9427-5762,5762,null,null,72.31,,,,38223.53,50.0,,,,large road,ints-775,ints-3787,,,,,,,,
I70+ 9442-6068,6068,null,null,9.44,,,,49717.65,50.0,,,,large road,ints-2612,ints-775,,,,,,,,
I70+ 9470-2103,2103,null,null,4.65,,,,49717.65,50.0,,,,large road,ints-2177,ints-4761,,,,,,,,
I70+ 9473-3980,3980,null,null,1.47,,,,49717.65,50.0,,,,large road,ints-368,ints-2177,,,,,,,,
I70+ 9477-6173,6173,null,null,5.79,,,,49717.65,50.0,,,,large road,ints-2283,ints-368,,,,,,,,
I70+ 9491-4236,4236,null,null,6.49,,,,49717.65,50.0,,,,large road,ints-2163,ints-2283,,,,,,,,
I70+-2839,2839,null,null,4.64,,,,49717.65,50.0,,,,large road,ints-5211,ints-586,,,,,,,,
I70-2940,2940,null,null,3.61,,,,49717.65,50.0,,,,large road,ints-2096,ints-301,,,,,,,,
I705+-130,130,null,null,1.43,,,,49717.65,50.0,,,,large road,ints-4044,ints-5399,,,,,,,,
I71 13115-982,982,null,null,0.93,,,,49717.65,50.0,,,,large road,ints-3338,ints-641,,,,,,,,
I71 13148-2071,2071,null,null,1.28,,,,49717.65,50.0,,,,large road,ints-2536,ints-3731,,,,,,,,
I71 13313-3985,3985,null,null,8.04,,,,38223.53,50.0,,,,large road,ints-4949,ints-408,,,,,,,,
I71 13406-993,993,null,null,0.33,,,,49717.65,50.0,,,,large road,ints-3020,ints-5,,,,,,,,
I71 13537-3759,3759,null,null,2.11,,,,49717.65,50.0,,,,large road,ints-3825,ints-5815,,,,,,,,
I71 13567-2737,2737,null,null,3.37,,,,49717.65,50.0,,,,large road,ints-4609,ints-548,,,,,,,,
I71 13589-2956,2956,null,null,1.99,,,,49717.65,50.0,,,,large road,ints-825,ints-6190,,,,,,,,
I71 13595-1470,1470,null,null,1.18,,,,49717.65,50.0,,,,large road,ints-4726,ints-6190,,,,,,,,
I71 7022-4512,4512,null,null,0.9,,,,49717.65,50.0,,,,large road,ints-5535,ints-2985,,,,,,,,
I71+ 13131-6114,6114,null,null,7.87,,,,49717.65,50.0,,,,large road,ints-3338,ints-3731,,,,,,,,
I71+ 13167-5156,5156,null,null,4.92,,,,49717.65,50.0,,,,large road,ints-1857,ints-2536,,,,,,,,
I71+ 13187-4470,4470,null,null,3.99,,,,49717.65,50.0,,,,large road,ints-1433,ints-1857,,,,,,,,
I71+ 13214-2721,2721,null,null,8.03,,,,49717.65,50.0,,,,large road,ints-5972,ints-1433,,,,,,,,
I71+ 13226-2703,2703,null,null,10.8,,,,38223.53,50.0,,,,large road,ints-2540,ints-5972,,,,,,,,
I71+ 13297-4228,4228,null,null,23.25,,,,38223.53,50.0,,,,large road,ints-2540,ints-4859,,,,,,,,
I71+ 13305-6131,6131,null,null,9.77,,,,38223.53,50.0,,,,large road,ints-4859,ints-4949,,,,,,,,
I71+ 13319-3655,3655,null,null,28.75,,,,38223.53,50.0,,,,large road,ints-4055,ints-408,,,,,,,,
I71+ 13327-5806,5806,null,null,9.55,,,,38223.53,50.0,,,,large road,ints-5901,ints-4055,,,,,,,,
I71+ 13343-4345,4345,null,null,9.76,,,,49717.65,50.0,,,,large road,ints-5,ints-5906,,,,,,,,
I71+ 13411-2203,2203,null,null,1.25,,,,49717.65,50.0,,,,large road,ints-2406,ints-3020,,,,,,,,
I71+ 13459-3916,3916,null,null,4.59,,,,49717.65,50.0,,,,large road,ints-3647,ints-2509,,,,,,,,
I71+ 13536-7,7,null,null,75.87,,,,38223.53,50.0,,,,large road,ints-3647,ints-5815,,,,,,,,
I71+ 13556-2508,2508,null,null,6.02,,,,49717.65,50.0,,,,large road,ints-3825,ints-548,,,,,,,,
I71+ 13578-2747,2747,null,null,4.26,,,,49717.65,50.0,,,,large road,ints-825,ints-4609,,,,,,,,
I71+ 13601-277,277,null,null,2.94,,,,49717.65,50.0,,,,large road,ints-4726,ints-911,,,,,,,,
I71+ 13603-3667,3667,null,null,2.07,,,,49717.65,50.0,,,,large road,ints-5135,ints-911,,,,,,,,
I71+ 13612-3246,3246,null,null,0.48,,,,49717.65,50.0,,,,large road,ints-2137,ints-5135,,,,,,,,
I71+ 13624-3983,3983,null,null,0.92,,,,49717.65,50.0,,,,large road,ints-2137,ints-1359,,,,,,,,
I71+ 13626-5317,5317,null,null,1.46,,,,49717.65,50.0,,,,large road,ints-5075,ints-1359,,,,,,,,
I71+ 13692-4416,4416,null,null,11.44,,,,38223.53,50.0,,,,large road,ints-5906,ints-5901,,,,,,,,
I71+ 6991-4540,4540,null,null,32.29,,,,38223.53,50.0,,,,large road,ints-2853,ints-5686,,,,,,,,
I71+ 7006-441,441,null,null,24.28,,,,49717.65,50.0,,,,large road,ints-3804,ints-325,,,,,,,,
I71+ 7009-5840,5840,null,null,4.03,,,,49717.65,50.0,,,,large road,ints-325,ints-3290,,,,,,,,
I71+-1220,1220,null,null,11.0,,,,38223.53,50.0,,,,large road,ints-3804,ints-5686,,,,,,,,
I71-4405,4405,null,null,5.02,,,,49717.65,50.0,,,,large road,ints-3290,ints-5535,,,,,,,,
I710+ 1907-624,624,null,null,6.28,,,,49717.65,50.0,,,,large road,ints-5579,ints-1695,,,,,,,,
I710+ 2012-6109,6109,null,null,7.71,,,,49717.65,50.0,,,,large road,ints-1695,ints-273,,,,,,,,
I710+ 2015-558,558,null,null,3.25,,,,49717.65,50.0,,,,large road,ints-273,ints-3356,,,,,,,,
I710+-1177,1177,null,null,3.05,,,,49717.65,50.0,,,,large road,ints-1961,ints-5579,,,,,,,,
I72+ 6020-3305,3305,null,null,43.62,,,,49717.65,50.0,,,,large road,ints-3740,ints-692,,,,,,,,
I72+ 6029-795,795,null,null,30.01,,,,49717.65,50.0,,,,large road,ints-3030,ints-4717,,,,,,,,
I72+-5824,5824,null,null,4.82,,,,38223.53,50.0,,,,large road,ints-3030,ints-692,,,,,,,,
I72-6214,6214,null,null,0.45,,,,49717.65,50.0,,,,large road,ints-4480,ints-6428,,,,,,,,
I73+-4266,4266,null,null,54.95,,,,49717.65,50.0,,,,large road,ints-3033,ints-100,,,,,,,,
I73-718,718,null,null,1.29,,,,49717.65,50.0,,,,large road,ints-100,ints-4749,,,,,,,,
I74 6484-6126,6126,null,null,1.18,,,,49717.65,50.0,,,,large road,ints-4673,ints-1987,,,,,,,,
I74+ 13577-1252,1252,null,null,3.51,,,,38223.53,50.0,,,,large road,ints-131,ints-1875,,,,,,,,
I74+ 13579-4545,4545,null,null,10.02,,,,49717.65,50.0,,,,large road,ints-4406,ints-131,,,,,,,,
I74+ 5813-2185,2185,null,null,9.36,,,,49717.65,50.0,,,,large road,ints-1664,ints-5107,,,,,,,,
I74+ 5821-3294,3294,null,null,72.99,,,,49717.65,50.0,,,,large road,ints-5048,ints-1664,,,,,,,,
I74+ 5903-5086,5086,null,null,6.46,,,,38223.53,50.0,,,,large road,ints-2781,ints-5048,,,,,,,,
I74+ 5912-1408,1408,null,null,5.77,,,,49717.65,50.0,,,,large road,ints-2644,ints-2781,,,,,,,,
I74+ 5925-1041,1041,null,null,26.03,,,,49717.65,50.0,,,,large road,ints-3884,ints-400,,,,,,,,
I74+ 5949-3663,3663,null,null,45.47,,,,49717.65,50.0,,,,large road,ints-5024,ints-5984,,,,,,,,
I74+ 5981-2644,2644,null,null,4.92,,,,49717.65,50.0,,,,large road,ints-1331,ints-5024,,,,,,,,
I74+ 5987-276,276,null,null,32.79,,,,49717.65,50.0,,,,large road,ints-5177,ints-1331,,,,,,,,
I74+ 5999-4876,4876,null,null,76.26,,,,38223.53,50.0,,,,large road,ints-5427,ints-5177,,,,,,,,
I74+ 6454-231,231,null,null,5.3,,,,49717.65,50.0,,,,large road,ints-1987,ints-5427,,,,,,,,
I74+ 6485-3106,3106,null,null,4.48,,,,49717.65,50.0,,,,large road,ints-6153,ints-3720,,,,,,,,
I74+ 6488-4210,4210,null,null,9.3,,,,49717.65,50.0,,,,large road,ints-3720,ints-4673,,,,,,,,
I74+ 6494-144,144,null,null,83.57,,,,49717.65,50.0,,,,large road,ints-1875,ints-6153,,,,,,,,
I74+-3019,3019,null,null,9.9,,,,49717.65,50.0,,,,large road,ints-5107,ints-4253,,,,,,,,
I74-1607,1607,null,null,1.98,,,,49717.65,50.0,,,,large road,ints-400,ints-2644,,,,,,,,
I75 13013-4068,4068,null,null,0.99,,,,49717.65,50.0,,,,large road,ints-706,ints-1042,,,,,,,,
I75 13014-2568,2568,null,null,2.38,,,,49717.65,50.0,,,,large road,ints-938,ints-1042,,,,,,,,
I75 13500-3782,3782,null,null,0.39,,,,49717.65,50.0,,,,large road,ints-6406,ints-5325,,,,,,,,
I75 13517-3078,3078,null,null,1.89,,,,49717.65,50.0,,,,large road,ints-2234,ints-3065,,,,,,,,
I75 13518-909,909,null,null,2.31,,,,49717.65,50.0,,,,large road,ints-2234,ints-4362,,,,,,,,
I75 13581-547,547,null,null,0.14,,,,49717.65,50.0,,,,large road,ints-1918,ints-5290,,,,,,,,
I75 13584-4765,4765,null,null,1.5,,,,49717.65,50.0,,,,large road,ints-667,ints-5290,,,,,,,,
I75 13593-5409,5409,null,null,0.33,,,,49717.65,50.0,,,,large road,ints-4406,ints-3719,,,,,,,,
I75 16368-2556,2556,null,null,8.64,,,,49717.65,50.0,,,,large road,ints-5287,ints-3639,,,,,,,,
I75 16369-5218,5218,null,null,0.2,,,,49717.65,50.0,,,,large road,ints-3639,ints-528,,,,,,,,
I75 16452-777,777,null,null,0.25,,,,49717.65,50.0,,,,large road,ints-1053,ints-4499,,,,,,,,
I75 16534-4607,4607,null,null,0.39,,,,49717.65,50.0,,,,large road,ints-1786,ints-500,,,,,,,,
I75 16549-1647,1647,null,null,3.07,,,,49717.65,50.0,,,,large road,ints-1786,ints-2888,,,,,,,,
I75 16561-5907,5907,null,null,2.89,,,,49717.65,50.0,,,,large road,ints-2888,ints-2706,,,,,,,,
I75 4510-5370,5370,null,null,0.69,,,,49717.65,50.0,,,,large road,ints-1102,ints-4591,,,,,,,,
I75 4673-4848,4848,null,null,0.39,,,,49717.65,50.0,,,,large road,ints-2042,ints-553,,,,,,,,
I75 4691-1340,1340,null,null,3.54,,,,49717.65,50.0,,,,large road,ints-3561,ints-4762,,,,,,,,
I75 5012-3157,3157,null,null,0.68,,,,49717.65,50.0,,,,large road,ints-3325,ints-224,,,,,,,,
I75 6973-2931,2931,null,null,5.81,,,,49717.65,50.0,,,,large road,ints-5075,ints-1609,,,,,,,,
I75 7097-3120,3120,null,null,2.5,,,,49717.65,50.0,,,,large road,ints-5447,ints-2323,,,,,,,,
I75 8345-1534,1534,null,null,1.2,,,,49717.65,50.0,,,,large road,ints-2960,ints-6403,,,,,,,,
I75 8350-1048,1048,null,null,12.52,,,,38223.53,50.0,,,,large road,ints-4729,ints-123,,,,,,,,
I75 8383-5088,5088,null,null,3.08,,,,38223.53,50.0,,,,large road,ints-4964,ints-1346,,,,,,,,
I75 8928-5863,5863,null,null,1.0,,,,49717.65,50.0,,,,large road,ints-5155,ints-5340,,,,,,,,
I75 8933-5044,5044,null,null,4.99,,,,38223.53,50.0,,,,large road,ints-4087,ints-5340,,,,,,,,
I75+ 13021-5965,5965,null,null,3.72,,,,49717.65,50.0,,,,large road,ints-938,ints-3164,,,,,,,,
I75+ 13025-5565,5565,null,null,2.86,,,,49717.65,50.0,,,,large road,ints-218,ints-3164,,,,,,,,
I75+ 13030-4758,4758,null,null,6.09,,,,49717.65,50.0,,,,large road,ints-4757,ints-218,,,,,,,,
I75+ 13070-3024,3024,null,null,2.78,,,,49717.65,50.0,,,,large road,ints-4757,ints-4571,,,,,,,,
I75+ 13071-4330,4330,null,null,0.71,,,,49717.65,50.0,,,,large road,ints-5975,ints-4571,,,,,,,,
I75+ 13076-2708,2708,null,null,35.39,,,,49717.65,50.0,,,,large road,ints-5737,ints-5975,,,,,,,,
I75+ 13308-3306,3306,null,null,28.56,,,,38223.53,50.0,,,,large road,ints-5737,ints-2180,,,,,,,,
I75+ 13309-6153,6153,null,null,67.29,,,,49717.65,50.0,,,,large road,ints-2971,ints-2180,,,,,,,,
I75+ 13492-608,608,null,null,6.58,,,,49717.65,50.0,,,,large road,ints-6406,ints-2971,,,,,,,,
I75+ 13501-3433,3433,null,null,1.73,,,,49717.65,50.0,,,,large road,ints-4812,ints-5325,,,,,,,,
I75+ 13506-5295,5295,null,null,9.84,,,,49717.65,50.0,,,,large road,ints-3065,ints-4812,,,,,,,,
I75+ 13521-181,181,null,null,13.34,,,,49717.65,50.0,,,,large road,ints-4125,ints-4362,,,,,,,,
I75+ 13534-200,200,null,null,8.66,,,,49717.65,50.0,,,,large road,ints-9,ints-4125,,,,,,,,
I75+ 13574-4344,4344,null,null,7.2,,,,49717.65,50.0,,,,large road,ints-1918,ints-9,,,,,,,,
I75+ 13591-2274,2274,null,null,3.06,,,,49717.65,50.0,,,,large road,ints-667,ints-3719,,,,,,,,
I75+ 13598-3341,3341,null,null,4.18,,,,49717.65,50.0,,,,large road,ints-1359,ints-4406,,,,,,,,
I75+ 16400-5106,5106,null,null,3.18,,,,38223.53,50.0,,,,large road,ints-2095,ints-1912,,,,,,,,
I75+ 16418-3640,3640,null,null,9.39,,,,38223.53,50.0,,,,large road,ints-2095,ints-2387,,,,,,,,
I75+ 16424-3620,3620,null,null,23.49,,,,38223.53,50.0,,,,large road,ints-1053,ints-2387,,,,,,,,
I75+ 16460-6061,6061,null,null,23.61,,,,38223.53,50.0,,,,large road,ints-196,ints-4499,,,,,,,,
I75+ 16488-766,766,null,null,4.59,,,,38223.53,50.0,,,,large road,ints-196,ints-3597,,,,,,,,
I75+ 16531-1298,1298,null,null,12.59,,,,49717.65,50.0,,,,large road,ints-3597,ints-500,,,,,,,,
I75+ 16570-4117,4117,null,null,73.07,,,,49717.65,50.0,,,,large road,ints-1229,ints-2706,,,,,,,,
I75+ 3957-4214,4214,null,null,4.27,,,,38223.53,50.0,,,,large road,ints-1241,ints-3100,,,,,,,,
I75+ 3960-290,290,null,null,25.24,,,,49717.65,50.0,,,,large road,ints-4706,ints-1241,,,,,,,,
I75+ 3992-2789,2789,null,null,54.08,,,,38223.53,50.0,,,,large road,ints-3981,ints-4706,,,,,,,,
I75+ 4083-4563,4563,null,null,12.77,,,,38223.53,50.0,,,,large road,ints-1871,ints-3981,,,,,,,,
I75+ 4110-2166,2166,null,null,20.79,,,,49717.65,50.0,,,,large road,ints-4116,ints-1871,,,,,,,,
I75+ 4148-1131,1131,null,null,1.84,,,,49717.65,50.0,,,,large road,ints-4116,ints-5761,,,,,,,,
I75+ 4149-2536,2536,null,null,10.41,,,,38223.53,50.0,,,,large road,ints-3552,ints-5761,,,,,,,,
I75+ 4162-4682,4682,null,null,211.02,,,,38223.53,50.0,,,,large road,ints-2089,ints-3552,,,,,,,,
I75+ 4255-5332,5332,null,null,17.59,,,,49717.65,50.0,,,,large road,ints-487,ints-2089,,,,,,,,
